"","Generation","Crosses","Treatment","Exposure","Sample","Sex","Sugar.Weight","Glucose","Trehalose","Glycogen","Fat.Weight","TAG","Fitness","X"
"212","F2","McPc","CD","Both",16,"male",2.45,7.251976302,9.503046933,21.80593839,2.57,37.16331794,NA,NA
"213","F2","McPc","CD","Both",17,"male",2.86,5.255915524,8.753837385,12.47033742,2.44,36.82506128,NA,NA
"214","F2","McPc","CD","Both",18,"male",2.45,7.195922975,8.459922914,13.04152863,2.6,34.93709366,NA,NA
"215","F2","McPc","CD","Both",19,"male",2.48,10.24484264,10.32786235,18.50090934,2.71,33.91908968,NA,NA
"216","F2","McPc","CD","Both",20,"male",2.53,5.271907216,9.976319734,10.7502886,2.51,26.54286902,NA,NA
"217","F2","McPc","CD","Both",21,"male",2.55,8.081680907,11.54974069,17.50350635,2.31,41.09045072,NA,NA
"218","F2","McPc","CD","Both",22,"male",2.61,4.797041458,11.89980483,14.43259939,2.61,52.15159093,NA,NA
"219","F2","McPc","CD","Both",23,"male",2.7,7.418568988,7.940070162,22.34405702,2.63,26.44646112,NA,NA
"220","F2","McPc","CD","Both",24,"male",2.59,5.367811172,9.458811952,11.53620788,2.57,35.52758713,NA,NA
"221","F2","MhPc","HSD","Maternal",1,"male",2.26,9.836419183,22.77402258,12.21077547,2.47,9.658894892,NA,NA
"222","F2","MhPc","HSD","Maternal",2,"male",2.83,11.48313932,18.95984063,22.23711406,2.6,14.81010328,NA,NA
"223","F2","MhPc","HSD","Maternal",3,"male",2.49,11.1296529,13.19324421,39.4376982,2.46,15.09270889,NA,NA
"224","F2","MhPc","HSD","Maternal",4,"male",2.54,9.002649854,18.20438491,28.27771589,2.47,12.15356861,NA,NA
"225","F2","MhPc","HSD","Maternal",5,"male",2.6,12.32070816,8.574177792,18.97515464,2.62,13.74691097,NA,NA
"226","F2","MhPc","HSD","Maternal",6,"male",2.79,10.95798686,15.37420313,24.08365413,2.44,13.74691097,NA,NA
"227","F2","MhPc","HSD","Maternal",7,"male",2.57,14.3432895,18.40652958,27.42911471,1.99,17.24986541,NA,NA
"228","F2","MhPc","HSD","Maternal",8,"male",2.64,11.11065012,13.31399725,29.65431973,2.66,9.286137379,NA,NA
"229","F2","MhPc","HSD","Maternal",9,"male",2.57,10.78259371,11.00214302,28.20840027,2.3,23.38248388,NA,NA
"230","F2","MhPc","HSD","Maternal",10,"male",2.38,12.1909313,12.72483245,27.24208705,2.49,18.43751511,NA,NA
"231","F2","MhPc","HSD","Maternal",11,"male",2.69,12.2338142,7.591893856,48.33393188,2.54,13.86988416,NA,NA
"232","F2","MhPc","HSD","Maternal",12,"male",2.45,11.72594798,9.700901863,43.81452904,2.43,9.808670984,NA,NA
"233","F2","MhPc","HSD","Maternal",13,"male",2.7,9.192048371,8.845469666,31.7447048,2.55,13.41243099,NA,NA
"234","F2","MhPc","HSD","Maternal",14,"male",2.58,8.351720063,8.551110871,25.54936516,2.41,11.46575508,NA,NA
"235","F2","MhPc","HSD","Maternal",15,"male",2.78,11.58857305,9.230222381,42.12098553,2.6,22.03563163,NA,NA
"236","F2","MhPc","HSD","Maternal",16,"male",2.73,10.25231443,16.06368981,53.88023918,2.46,20.03214054,NA,NA
"237","F2","MhPc","HSD","Maternal",17,"male",2.76,12.67721681,18.19762218,44.85092221,2.35,4.909708747,NA,NA
"238","F2","MhPc","HSD","Maternal",18,"male",2.43,11.23973216,14.4095837,39.03317735,2.35,10.18074111,NA,NA
"239","F2","MhPc","HSD","Maternal",19,"male",2.6,8.768478956,10.27284557,23.24291125,2.51,10.08166827,NA,NA
"240","F2","MhPc","HSD","Maternal",20,"male",2.55,8.039146102,13.67025561,23.37416905,2.42,14.98924982,NA,NA
"241","F2","MhPc","HSD","Maternal",21,"male",2.55,8.946078431,20.2077808,45.36114672,3.01,12.82715322,NA,NA
"242","F2","MhPc","HSD","Maternal",22,"male",2.58,7.676201701,13.8390738,25.64777532,2.11,17.22069426,NA,NA
"243","F2","MhPc","HSD","Maternal",23,"male",2.53,10.13556696,14.61415226,29.53462357,2.38,26.54862749,NA,NA
"244","F2","MhPc","HSD","Maternal",24,"male",2.6,6.710706671,10.96161922,28.95155197,2.48,53.58964894,NA,NA
"245","F2","McPh","HSD","Paternal",1,"male",2.34,10.19729737,17.18149622,18.84225473,2.3,26.03372416,NA,NA
"246","F2","McPh","HSD","Paternal",2,"male",2.54,9.998331595,10.93039366,30.65842895,2.62,64.64538302,NA,NA
"247","F2","McPh","HSD","Paternal",3,"male",2.6,9.548611111,12.16573179,20.57921496,2.7,53.92105544,NA,NA
"248","F2","McPh","HSD","Paternal",4,"male",2.64,6.10181311,22.03593587,22.76755338,2.55,33.68394543,NA,NA
"249","F2","McPh","HSD","Paternal",5,"male",2.67,8.067253004,6.091351608,9.771347805,2.44,33.64019335,NA,NA
"250","F2","McPh","HSD","Paternal",6,"male",2.65,7.533132943,13.15289399,20.05731086,2.74,40.52525219,NA,NA
"251","F2","McPh","HSD","Paternal",7,"male",2.59,13.377586,28.3786864,31.59750562,2.49,42.30894679,NA,NA
"252","F2","McPh","HSD","Paternal",8,"male",2.43,13.02052685,21.77553638,21.27235994,2.39,32.76059769,NA,NA
"253","F2","McPh","HSD","Paternal",9,"male",2.39,13.16784001,19.94991719,38.08660793,2.43,41.35209917,NA,NA
"254","F2","McPh","HSD","Paternal",10,"male",2.63,6.349577404,33.68127162,40.44077945,2.48,37.71119347,NA,NA
"255","F2","McPh","HSD","Paternal",11,"male",2.68,10.10157539,11.13907026,27.73110197,2.7,29.79849973,NA,NA
"256","F2","McPh","HSD","Paternal",12,"male",2.6,9.731570513,21.72594897,22.18705629,2.51,36.21180679,NA,NA
"257","F2","McPh","HSD","Paternal",13,"male",2.76,12.87486817,14.81916045,27.38916768,2.69,28.87810364,NA,NA
"258","F2","McPh","HSD","Paternal",14,"male",2.65,8.308699769,10.84067765,18.03065399,2.38,28.09212631,NA,NA
"259","F2","McPh","HSD","Paternal",15,"male",2.83,8.344181843,13.84696745,29.98566377,2.45,22.09861839,NA,NA
"260","F2","McPh","HSD","Paternal",16,"male",2.41,5.110194019,15.4952035,22.83772025,2.76,38.33273517,NA,NA
"261","F2","McPh","HSD","Paternal",17,"male",2.79,7.430997877,10.61251985,24.65079619,2.46,51.18846719,NA,NA
"262","F2","McPh","HSD","Paternal",18,"male",2.62,8.002566607,10.60400603,25.85259487,2.59,43.60020253,NA,NA
"263","F2","McPh","HSD","Paternal",19,"male",2.68,9.210292994,12.15417008,21.95194505,2.59,40.01434272,NA,NA
"264","F2","McPh","HSD","Paternal",20,"male",2.59,11.34770639,12.29343742,21.26421783,2.25,41.29258052,NA,NA
"265","F2","McPh","HSD","Paternal",21,"male",2.58,5.508507226,18.05721979,27.67879119,2.53,32.29347826,NA,NA
"266","F2","McPh","HSD","Paternal",22,"male",2.52,7.982841117,16.70851691,32.78749804,2.38,55.27873849,NA,NA
"267","F2","McPh","HSD","Paternal",23,"male",2.63,7.495614035,18.33292779,32.06514082,2.41,55.36216158,NA,NA
"268","F2","McPh","HSD","Paternal",24,"male",2.47,5.635547709,16.75021636,19.38872051,2.65,86.80255641,NA,NA
"269","F2","MhPh","HSD","Both",1,"male",2.6,11.58289412,12.1286534,32.02163362,2.49,9.900096831,NA,NA
"270","F2","MhPh","HSD","Both",2,"male",2.51,11.01730411,10.96004198,30.40338885,2.86,7.540987792,NA,NA
"271","F2","MhPh","HSD","Both",3,"male",2.62,11.33746484,14.81789406,17.71290306,2.31,8.98881671,NA,NA
"272","F2","MhPh","HSD","Both",4,"male",2.51,11.46192499,13.29464286,36.92287084,2.26,9.159951098,NA,NA
"273","F2","MhPh","HSD","Both",5,"male",2.51,11.87457046,14.93861387,26.45440294,2.53,8.721732617,NA,NA
"274","F2","MhPh","HSD","Both",6,"male",2.52,13.10013571,14.78676461,30.46826794,2.64,9.007588846,NA,NA
"275","F2","MhPh","HSD","Both",7,"male",2.52,8.312232759,10.10178547,15.66222675,2.47,9.293445076,NA,NA
"276","F2","MhPh","HSD","Both",8,"male",2.49,9.699195785,20.24035225,31.00920267,2.42,5.735349937,NA,NA
"277","F2","MhPh","HSD","Both",9,"male",2.6,10.94183529,8.538541083,25.40036724,2.34,8.251269298,NA,NA
"278","F2","MhPh","HSD","Both",10,"male",2.45,7.965955349,21.11414551,14.23405885,2.22,5.713240587,NA,NA
"279","F2","MhPh","HSD","Both",11,"male",2.38,8.221374659,16.39032202,13.59212925,2.5,4.976620752,NA,NA
"280","F2","MhPh","HSD","Both",12,"male",2.42,10.39553369,22.86584687,33.32079748,2.32,5.572876883,NA,NA
"281","F2","MhPh","HSD","Both",13,"male",2.69,10.76583936,12.47713009,29.47467898,2.53,8.290834165,NA,NA
"282","F2","MhPh","HSD","Both",14,"male",2.56,11.6816086,10.54604928,25.96493092,2.78,7.155786031,NA,NA
"283","F2","MhPh","HSD","Both",15,"male",2.57,10.22183366,12.49433906,23.08587556,2.37,6.9248252,NA,NA
"284","F2","MhPh","HSD","Both",16,"male",2.58,6.492775538,8.271717216,9.845678301,2.51,7.039719119,NA,NA
"285","F2","MhPh","HSD","Both",17,"male",2.64,11.16471161,12.64349818,22.60205383,2.69,4.875791307,NA,NA
"286","F2","MhPh","HSD","Both",18,"male",2.41,7.732573464,14.03209721,19.85308406,2.53,8.80404703,NA,NA
"287","F2","MhPh","HSD","Both",19,"male",2.6,5.811301343,12.91580488,11.09010711,2.59,9.429882203,NA,NA
"288","F2","MhPh","HSD","Both",20,"male",2.68,9.397460665,17.52294291,31.37015942,2.62,9.298935888,NA,NA
"289","F2","MhPh","HSD","Both",21,"male",2.54,10.06666286,13.12773109,23.00705405,2.41,8.48545236,NA,NA
"290","F2","MhPh","HSD","Both",22,"male",2.68,6.927825478,11.67435002,30.73447928,2.15,8.028782159,NA,NA
"291","F2","MhPh","HSD","Both",23,"male",2.63,8.430706994,14.03100897,22.87331263,2.61,8.972924872,NA,NA
"292","F2","MhPh","HSD","Both",24,"male",2.54,10.98649308,10.48366703,30.14313185,2.41,7.694065292,NA,NA
"293","F2","McPc","CD","Both",1,"female",4.02,8.704883227,11.54413749,20.62200157,3.37,18.99841852,532,NA
"294","F2","McPc","CD","Both",2,"female",3.79,14.1350211,17.32248653,56.15667933,3.65,19.08040824,513,NA
"295","F2","McPc","CD","Both",3,"female",3.85,13.11336025,16.55647913,33.53978625,3.59,22.10726693,618,NA
"296","F2","McPc","CD","Both",4,"female",3.55,12.50919936,13.82874879,36.5304512,3.65,20.21544138,493,NA
"297","F2","McPc","CD","Both",5,"female",3.73,10.46599062,6.168568392,19.05191626,3.68,22.62570606,137,NA
"298","F2","McPc","CD","Both",6,"female",3.72,9.914901731,11.43938195,26.64192585,3.64,20.81376437,461,NA
"299","F2","McPc","CD","Both",7,"female",3.83,12.165475,10.12769897,25.88355632,3.67,20.31027976,417,NA
"300","F2","McPc","CD","Both",8,"female",3.59,11.33564245,15.84406909,20.70592283,3.67,27.32769685,459,NA
"301","F2","McPc","CD","Both",9,"female",3.76,11.56862922,15.40535038,33.48463071,3.43,31.58709437,222,NA
"302","F2","McPc","CD","Both",10,"female",3.73,10.73588399,14.14343097,21.39086813,3.37,24.43752505,299,NA
"303","F2","McPc","CD","Both",11,"female",3.65,7.110350933,14.17874835,36.14897107,3.85,28.17063815,392,NA
"304","F2","McPc","CD","Both",12,"female",3.35,13.0746404,10.65741692,33.97550121,3.41,26.72415097,686,NA
"305","F2","McPc","CD","Both",13,"female",3.33,12.62037843,14.43085532,34.34995932,3.68,24.48412435,146,NA
"306","F2","McPc","CD","Both",14,"female",3.88,9.803678473,9.257705013,21.25747284,3.7,31.02166097,589,NA
"307","F2","McPc","CD","Both",15,"female",3.85,14.72230577,13.52005373,40.26999403,3.42,24.73746956,245,NA
"308","F2","McPc","CD","Both",16,"female",3.09,7.456499466,6.738214251,20.36255089,3.56,23.57703499,452,NA
"309","F2","McPc","CD","Both",17,"female",3.73,10.19334929,10.58152176,27.17909969,3.45,23.14591047,355,NA
"310","F2","McPc","CD","Both",18,"female",3.79,8.653473115,13.25745112,13.68640292,3.72,30.45768582,289,NA
"311","F2","McPc","CD","Both",19,"female",3.84,12.8733697,13.00421598,39.03629981,3.43,35.13833062,900,NA
"312","F2","McPc","CD","Both",20,"female",3.85,8.765996025,11.21816779,25.89436597,3.57,26.66059648,334,NA
"313","F2","McPc","CD","Both",21,"female",3.05,11.61409121,12.10531562,26.09804433,3.39,15.94248165,502,NA
"314","F2","McPc","CD","Both",22,"female",3.83,8.671087853,15.79913526,29.40661644,3.88,24.98941844,449,NA
"315","F2","McPc","CD","Both",23,"female",3.43,11.97279828,11.82895763,22.86687991,3.38,21.62208712,218,NA
"316","F2","McPc","CD","Both",24,"female",3.72,9.574779106,8.728591315,23.84410542,3.55,26.70939858,188,NA
"317","F2","McPc","CD","Both",25,"female",NA,NA,NA,NA,NA,NA,319,NA
"318","F2","MhPc","HSD","Maternal",1,"female",3.91,9.650546359,9.357143262,19.91258639,3.41,20.2988743,889,NA
"319","F2","MhPc","HSD","Maternal",2,"female",3.82,8.006612388,10.56910046,18.32494656,3.53,29.22699159,529,NA
"320","F2","MhPc","HSD","Maternal",3,"female",3.88,11.15543151,8.570107689,10.67331965,3.49,24.60180013,840,NA
"321","F2","MhPc","HSD","Maternal",4,"female",3.61,9.340306101,9.545831508,8.250411577,3.41,19.16140143,735,NA
"322","F2","MhPc","HSD","Maternal",5,"female",3.73,6.569261155,10.42205373,12.53517867,3.85,22.34547897,605,NA
"323","F2","MhPc","HSD","Maternal",6,"female",3.86,8.900327213,10.5012098,18.27782603,3.29,27.22027736,957,NA
"324","F2","MhPc","HSD","Maternal",7,"female",3.43,10.6742815,10.99819584,24.1610797,3.32,27.19528676,390,NA
"325","F2","MhPc","HSD","Maternal",8,"female",3.39,9.049595849,13.49702542,16.00511829,3.42,25.39513848,380,NA
"326","F2","MhPc","HSD","Maternal",9,"female",3.82,7.966680262,9.014902307,7.604635438,3.6,24.56143755,724,NA
"327","F2","MhPc","HSD","Maternal",10,"female",3.94,8.717674189,10.04186422,17.19905042,3.73,27.86922341,775,NA
"328","F2","MhPc","HSD","Maternal",11,"female",3.77,7.506618081,11.33709618,14.40785622,3.64,33.32600775,241,NA
"329","F2","MhPc","HSD","Maternal",12,"female",3.93,8.16254923,9.614186229,20.08580879,3.69,30.22153995,275,NA
"330","F2","MhPc","HSD","Maternal",13,"female",3.72,6.568233145,11.27975702,19.44334837,3.36,31.12143805,583,NA
"331","F2","MhPc","HSD","Maternal",14,"female",3.42,8.282208589,8.017468467,17.85201745,3.65,12.95880736,414,NA
"332","F2","MhPc","HSD","Maternal",15,"female",3.89,8.333333333,7.538735809,17.81215959,3.64,18.20379331,367,NA
"333","F2","MhPc","HSD","Maternal",16,"female",3.65,7.761520388,9.72687021,17.59123356,3.53,30.56900914,328,NA
"334","F2","MhPc","HSD","Maternal",17,"female",3.93,6.89378766,11.4942262,24.73121234,3.49,24.76777548,624,NA
"335","F2","MhPc","HSD","Maternal",18,"female",4.16,7.695714686,6.128418401,17.9769502,3.82,34.59931324,207,NA
"336","F2","MhPc","HSD","Maternal",19,"female",3.95,11.0006653,9.278021102,19.3877065,3.56,23.23394636,876,NA
"337","F2","MhPc","HSD","Maternal",20,"female",3.52,9.195999713,10.20317059,11.78996823,3.67,32.36105353,195,NA
"338","F2","MhPc","HSD","Maternal",21,"female",3.99,10.17619666,6.690531387,17.58743764,3.73,25.81542341,381,NA
"339","F2","MhPc","HSD","Maternal",22,"female",4.17,7.326802033,10.56000172,18.68024229,4.15,37.79948686,348,NA
"340","F2","MhPc","HSD","Maternal",23,"female",4.04,8.575117628,7.177028467,10.45077817,3.33,35.8567672,274,NA
"341","F2","MhPc","HSD","Maternal",24,"female",3.71,10.09867024,6.588027289,19.5830273,3.2,22.83412273,1060,NA
"342","F2","MhPc","HSD","Maternal",25,"female",NA,NA,NA,NA,NA,NA,475,NA
"343","F2","McPh","HSD","Paternal",1,"female",3.47,10.40757115,12.16860629,19.0952153,3.6,23.647217,529,NA
"344","F2","McPh","HSD","Paternal",2,"female",3.52,9.207638279,12.44298208,31.76516424,3.82,27.76318336,937,NA
"345","F2","McPh","HSD","Paternal",3,"female",3.27,13.9865953,10.60290008,31.64340807,4.09,31.69158832,493,NA
"346","F2","McPh","HSD","Paternal",4,"female",3.29,7.613651831,9.222506982,20.34532457,3.71,23.98346227,379,NA
"347","F2","McPh","HSD","Paternal",5,"female",3.37,9.285216369,10.64359943,17.09475152,3.76,25.95172784,271,NA
"348","F2","McPh","HSD","Paternal",6,"female",3.26,8.474279558,10.5203064,24.63906417,3.65,25.29530562,712,NA
"349","F2","McPh","HSD","Paternal",7,"female",3.53,10.81377782,11.08256259,15.0894247,3.76,24.73007071,203,NA
"350","F2","McPh","HSD","Paternal",8,"female",3.3,8.75273523,10.7619217,16.41074348,3.46,27.83949603,537,NA
"351","F2","McPh","HSD","Paternal",9,"female",3.47,8.003980128,8.950940787,8.31330122,3.54,26.11119703,807,NA
"352","F2","McPh","HSD","Paternal",10,"female",3.66,6.614198212,11.21278332,22.13185049,3.69,26.05129298,220,NA
"353","F2","McPh","HSD","Paternal",11,"female",3.75,10.58951965,5.5097228,16.00860677,3.81,16.78415465,518,NA
"354","F2","McPh","HSD","Paternal",12,"female",4.04,5.460313639,9.981701616,11.72791092,3.77,28.09582533,752,NA
"355","F2","McPh","HSD","Paternal",13,"female",3.66,7.529004783,8.231806702,17.1347582,3.68,24.27125025,401,NA
"356","F2","McPh","HSD","Paternal",14,"female",3.41,9.331232493,11.22578909,26.42429934,3.48,28.03230606,983,NA
"357","F2","McPh","HSD","Paternal",15,"female",3.73,10.08316008,7.549415674,16.36312091,4.15,34.4018773,409,NA
"358","F2","McPh","HSD","Paternal",16,"female",3.65,8.308852014,10.6287678,21.91655782,3.4,35.42744532,502,NA
"359","F2","McPh","HSD","Paternal",17,"female",3.54,10.39915966,8.421863063,25.16754636,3.96,41.37783991,405,NA
"360","F2","McPh","HSD","Paternal",18,"female",3.48,9.015124181,10.74156277,36.81383417,3.16,27.63787579,241,NA
"361","F2","McPh","HSD","Paternal",19,"female",3.7,11.64944256,9.638479346,26.13294894,3.59,35.5500429,315,NA
"362","F2","McPh","HSD","Paternal",20,"female",3.89,7.47202135,11.07883565,24.95368734,3.18,33.38578052,401,NA
"363","F2","McPh","HSD","Paternal",21,"female",3.32,7.168514382,10.25626185,24.99339292,3.43,23.69487114,486,NA
"364","F2","McPh","HSD","Paternal",22,"female",4.05,6.591017678,9.024348045,22.56645882,3.96,43.07545973,520,NA
"365","F2","McPh","HSD","Paternal",23,"female",3.3,8.635394456,11.98118226,35.25577597,3.6,22.29993484,633,NA
"366","F2","McPh","HSD","Paternal",24,"female",3.94,7.685312931,8.887933497,20.69956094,3.93,32.22745351,505,NA
"367","F2","McPh","HSD","Paternal",25,"female",NA,NA,NA,NA,NA,NA,289,NA
"368","F2","MhPh","HSD","Both",1,"female",3.78,9.655372255,11.28638482,18.4164054,3.32,23.07805175,796,NA
"369","F2","MhPh","HSD","Both",2,"female",3.46,9.597101552,11.95259257,18.84588142,3.64,25.69817516,240,NA
"370","F2","MhPh","HSD","Both",3,"female",3.62,9.067861429,11.64201006,19.1498546,3.8,23.97290177,178,NA
"371","F2","MhPh","HSD","Both",4,"female",3.84,8.113247863,9.655139928,17.58272903,3.84,26.00956044,287,NA
"372","F2","MhPh","HSD","Both",5,"female",3.76,7.406106648,10.52472698,17.36890643,3.71,45.59251411,293,NA
"373","F2","MhPh","HSD","Both",6,"female",3.68,11.65733836,10.85003409,16.27516298,3.66,28.08241896,378,NA
"374","F2","MhPh","HSD","Both",7,"female",3.27,8.520372289,8.891638269,5.904019289,3.62,17.3547666,346,NA
"375","F2","MhPh","HSD","Both",8,"female",3.6,7.870595449,12.07522954,22.59768005,3.6,21.68196248,466,NA
"376","F2","MhPh","HSD","Both",9,"female",3.86,4.258536056,12.20110256,24.03101102,3.633,29.81399074,205,NA
"377","F2","MhPh","HSD","Both",10,"female",3.72,9.414325984,6.590469421,17.79376808,3.68,25.95037683,383,NA
"378","F2","MhPh","HSD","Both",11,"female",3.37,7.834838224,13.06638077,18.41865908,3.84,37.36767343,252,NA
"379","F2","MhPh","HSD","Both",12,"female",3.76,9.897569822,9.74088021,21.23252373,2.96,23.20766358,222,NA
"380","F2","MhPh","HSD","Both",13,"female",3.68,10.37915415,3.972800493,11.56233521,3.93,37.342898,279,NA
"381","F2","MhPh","HSD","Both",14,"female",3.78,7.546663241,9.308757878,18.74407868,3.74,37.49061355,364,NA
"382","F2","MhPh","HSD","Both",15,"female",3.84,9.711380466,10.52121054,14.52413226,3.92,35.12511168,194,NA
"383","F2","MhPh","HSD","Both",16,"female",3.53,7.849313483,8.027583961,17.69104716,3.6,19.8381178,792,NA
"384","F2","MhPh","HSD","Both",17,"female",3.47,7.591711662,11.44433067,13.54067133,3.32,7.94373036,394,NA
"385","F2","MhPh","HSD","Both",18,"female",3.67,9.91448633,9.634623624,16.22620729,3.59,25.89266653,180,NA
"386","F2","MhPh","HSD","Both",19,"female",3.48,7.893037994,8.512622759,8.196331254,3.48,26.50314091,220,NA
"387","F2","MhPh","HSD","Both",20,"female",3.79,6.991485543,11.73031024,20.62349733,3.67,34.59901871,345,NA
"388","F2","MhPh","HSD","Both",21,"female",3.89,8.174552125,6.607064523,13.58104724,4.06,29.97494378,374,NA
"389","F2","MhPh","HSD","Both",22,"female",3.67,5.244260665,9.034529536,13.74249858,3.78,29.30173215,209,NA
"390","F2","MhPh","HSD","Both",23,"female",3.49,9.650844904,8.547860823,14.76105309,3.53,29.34496492,320,NA
"391","F2","MhPh","HSD","Both",24,"female",3.53,7.185303641,7.881852531,14.37021612,3.46,31.89090869,955,NA
"392","F2","MhPh","HSD","Both",25,"female",NA,NA,NA,NA,NA,NA,307,NA
"393","F3","McPc","CD","Both",1,"male",2.13,7.149774604,14.9799553,9.711887751,2.57,30.50461377,NA,NA
"394","F3","McPc","CD","Both",2,"male",2.45,6.662277284,11.55145316,16.85977511,2.68,28.89314689,NA,NA
"395","F3","McPc","CD","Both",3,"male",2.46,6.093082207,12.71242653,14.57008586,2.43,16.62830378,NA,NA
"396","F3","McPc","CD","Both",4,"male",2.53,5.529844015,10.90204542,22.92833957,2.89,25.78687884,NA,NA
"397","F3","McPc","CD","Both",5,"male",2.55,5.94609595,11.57050417,19.20411602,2.47,22.38792259,NA,NA
"398","F3","McPc","CD","Both",6,"male",2.44,6.671650327,9.262950804,24.86751987,2.54,34.81228732,NA,NA
"399","F3","McPc","CD","Both",7,"male",2.51,7.172178427,10.53726327,12.90526417,2.62,30.84557537,NA,NA
"400","F3","McPc","CD","Both",8,"male",2.5,5.901713115,10.7006861,15.56282359,2.5,37.11495974,NA,NA
"401","F3","McPc","CD","Both",9,"male",2.43,7.67460913,8.293269776,17.11144631,2.59,33.67076561,NA,NA
"402","F3","McPc","CD","Both",10,"male",2.49,8.060945566,12.75517707,15.32361411,2.53,29.49617523,NA,NA
"403","F3","McPc","CD","Both",11,"male",2.56,6.932134439,13.77727336,15.48667674,2.56,17.18381353,NA,NA
"404","F3","McPc","CD","Both",12,"male",2.33,7.955386138,22.18616681,12.34581749,2.78,25.2060346,NA,NA
"405","F3","McPc","CD","Both",13,"male",2.25,7.876909578,13.01488967,5.350408183,2.62,25.81959382,NA,NA
"406","F3","McPc","CD","Both",14,"male",2.71,8.082540777,12.29336482,6.779172407,2.49,18.92423953,NA,NA
"407","F3","McPc","CD","Both",15,"male",2.59,8.329832807,30.66444448,12.3583315,2.57,16.09182112,NA,NA
"408","F3","McPc","CD","Both",16,"male",2.42,7.882413068,14.27188772,12.59320873,2.54,29.386311,NA,NA
"409","F3","McPc","CD","Both",17,"male",2.65,8.044395409,17.39699444,19.86627303,2.65,20.70730417,NA,NA
"410","F3","McPc","CD","Both",18,"male",2.59,6.956096741,14.67066919,24.0714058,2.64,30.41562783,NA,NA
"411","F3","McPc","CD","Both",19,"male",2.57,8.046960826,12.25216152,10.51737447,2.57,20.37141158,NA,NA
"412","F3","McPc","CD","Both",20,"male",2.38,7.598319034,8.906442548,15.47851857,2.5,14.78383143,NA,NA
"413","F3","McPc","CD","Both",21,"male",2.4,7.139950735,13.76654151,7.891131829,2.57,19.84783202,NA,NA
"414","F3","McPc","CD","Both",22,"male",2.41,7.498740807,10.96289761,10.90803314,2.48,31.33181323,NA,NA
"415","F3","McPc","CD","Both",23,"male",2.35,6.688604106,8.714873916,8.683209123,2.43,18.81480216,NA,NA
"416","F3","McPc","CD","Both",24,"male",2.52,7.787811078,16.58031958,7.180127457,2.59,12.25849501,NA,NA
"417","F3","McPc","CD","Both",25,"male",2.51,8.688724903,14.9799553,9.36973713,2.39,16.28100588,NA,NA
"418","F3","McPc","CD","Both",26,"male",2.6,7.627469374,11.55145316,5.691265883,2.8,24.47606414,NA,NA
"419","F3","McPc","CD","Both",27,"male",2.46,5.881989852,12.71242653,19.28414053,2.46,18.0380475,NA,NA
"420","F3","McPc","CD","Both",28,"male",2.44,6.997813278,10.90204542,17.71816085,2.31,6.663331712,NA,NA
"421","F3","McPc","CD","Both",29,"male",2.58,7.934346152,11.57050417,10.4411424,2.58,24.45463337,NA,NA
"422","F3","McPc","CD","Both",30,"male",2.68,10.14861991,9.262950804,19.60627183,2.51,13.99946143,NA,NA
